asset_id,display_name,category,slot,rarity,price_soft_life_funds,render_layer,file_path_in_zip,original_source_file,notes
amy_earrings_002,Pearl Stud Earrings on Transparent Canvas,earrings,earrings,boutique,4200,20,02_earrings/002_pearl_stud_earrings_on_transparent_canvas.png,pearl_stud_earrings_on_transparent_canvas.png,
amy_earrings_007,Pink Flower Earrings on Transparent Background,earrings,earrings,boutique,7200,20,02_earrings/007_pink_flower_earrings_on_transparent_background.png,pink_flower_earrings_on_transparent_background.png,
amy_earrings_003,Pink Heart Earrings with Pom Poms,earrings,earrings,boutique,5200,20,02_earrings/003_pink_heart_earrings_with_pom_poms.png,pink_heart_earrings_with_pom_poms.png,
amy_earrings_013,Ruby Stud Earrings on Transparent Canvas,earrings,earrings,boutique,4200,20,02_earrings/013_ruby_stud_earrings_on_transparent_canvas.png,ruby_stud_earrings_on_transparent_canvas.png,
amy_necklaces_001,Delicate Gold Necklace with Pink Gemstone,necklaces,necklaces,boutique,5200,22,03_necklaces/001_delicate_gold_necklace_with_pink_gemstone.png,delicate_gold_necklace_with_pink_gemstone.png,
amy_necklaces_002,Delicate Gold Necklace with Pink Heart,necklaces,necklaces,boutique,6700,22,03_necklaces/002_delicate_gold_necklace_with_pink_heart.png,delicate_gold_necklace_with_pink_heart.png,
amy_necklaces_007,Delicate Gold Y Drop Necklace Mockup,necklaces,necklaces,boutique,10200,22,03_necklaces/007_delicate_gold_y_drop_necklace_mockup.png,delicate_gold_y_drop_necklace_mockup.png,
amy_necklaces_009,Delicate Pearl Choker with Gold Heart,necklaces,necklaces,boutique,13400,22,03_necklaces/009_delicate_pearl_choker_with_gold_heart.png,delicate_pearl_choker_with_gold_heart.png,
amy_necklaces_003,Gold Heart Locket on Delicate Chain,necklaces,necklaces,boutique,7500,22,03_necklaces/003_gold_heart_locket_on_delicate_chain.png,gold_heart_locket_on_delicate_chain.png,
amy_necklaces_008,Gold Heart Pendant on Black Choker,necklaces,necklaces,boutique,12000,22,03_necklaces/008_gold_heart_pendant_on_black_choker.png,gold_heart_pendant_on_black_choker.png,
amy_necklaces_005,Gold Layered Necklace with Heart Pendant,necklaces,necklaces,boutique,9000,22,03_necklaces/005_gold_layered_necklace_with_heart_pendant.png,gold_layered_necklace_with_heart_pendant.png,
amy_necklaces_004,Gold Necklace with Butterfly Pendant,necklaces,necklaces,boutique,7600,22,03_necklaces/004_gold_necklace_with_butterfly_pendant.png,gold_necklace_with_butterfly_pendant.png,
amy_necklaces_006,Gold Necklace with Star & Gem,necklaces,necklaces,boutique,9300,22,03_necklaces/006_gold_necklace_with_star_gem.png,gold_necklace_with_star_and_gem.png,
amy_necklaces_010,Pastel Beaded Choker with Gold Heart,necklaces,necklaces,boutique,14800,22,03_necklaces/010_pastel_beaded_choker_with_gold_heart.png,pastel_beaded_choker_with_gold_heart.png,
amy_bracelets_006,Delicate Gold & Pearl Bracelet,bracelets,bracelets,boutique,7300,24,04_bracelets/006_delicate_gold_pearl_bracelet.png,delicate_gold_and_pearl_bracelet.png,
amy_bracelets_002,Delicate Pearl Bracelet with Gold Accents,bracelets,bracelets,boutique,4500,24,04_bracelets/002_delicate_pearl_bracelet_with_gold_accents.png,delicate_pearl_bracelet_with_gold_accents.png,
amy_bracelets_007,Delicate Pink & Gold Charm Bracelet,bracelets,bracelets,boutique,8100,24,04_bracelets/007_delicate_pink_gold_charm_bracelet.png,delicate_pink_and_gold_charm_bracelet.png,
amy_bracelets_008,Delicate Rose Gold Bracelet Stack,bracelets,bracelets,boutique,8900,24,04_bracelets/008_delicate_rose_gold_bracelet_stack.png,delicate_rose_gold_bracelet_stack.png,
amy_bracelets_003,Elegant Gold & Black Heart Bracelet,bracelets,bracelets,boutique,5800,24,04_bracelets/003_elegant_gold_black_heart_bracelet.png,elegant_gold_and_black_heart_bracelet.png,
amy_bracelets_010,Gold Bangles on Transparent Canvas,bracelets,bracelets,boutique,3800,24,04_bracelets/010_gold_bangles_on_transparent_canvas.png,gold_bangles_on_transparent_canvas.png,
amy_bracelets_001,Pink Charm Bracelet with Gold Accents,bracelets,bracelets,boutique,3800,24,04_bracelets/001_pink_charm_bracelet_with_gold_accents.png,pink_charm_bracelet_with_gold_accents.png,
amy_bracelets_004,Rose Gold Bracelet Stack with Heart Details,bracelets,bracelets,boutique,6500,24,04_bracelets/004_rose_gold_bracelet_stack_with_heart_details.png,rose_gold_bracelet_stack_with_heart_details.png,
amy_bracelets_005,Shiny Gold Bracelet Stack with Pink Charm,bracelets,bracelets,boutique,6600,24,04_bracelets/005_shiny_gold_bracelet_stack_with_pink_charm.png,shiny_gold_bracelet_stack_with_pink_charm.png,
amy_bracelets_009,Sleek Black & Gold Bracelet,bracelets,bracelets,boutique,9700,24,04_bracelets/009_sleek_black_gold_bracelet.png,sleek_black_and_gold_bracelet.png,
amy_watches_003,Classic Gold Wristwatch on Display,watches,watches,luxury,10400,25,05_watches/003_classic_gold_wristwatch_on_display.png,classic_gold_wristwatch_on_display.png,
amy_watches_005,Gold Cuff Watch with Sleek Design,watches,watches,luxury,12800,25,05_watches/005_gold_cuff_watch_with_sleek_design.png,gold_cuff_watch_with_sleek_design.png,
amy_watches_001,Pink Digital Wristwatch on Transparent Background,watches,watches,luxury,8800,25,05_watches/001_pink_digital_wristwatch_on_transparent_background.png,pink_digital_wristwatch_on_transparent_background.png,
amy_watches_002,Rose Gold Cuff Watch with Pink Accents,watches,watches,luxury,9600,25,05_watches/002_rose_gold_cuff_watch_with_pink_accents.png,rose_gold_cuff_watch_with_pink_accents.png,
amy_watches_004,Silver Cuff Bracelet Watch on Display,watches,watches,luxury,11500,25,05_watches/004_silver_cuff_bracelet_watch_on_display.png,silver_cuff_bracelet_watch_on_display.png,
amy_tops_010,Blue Blouse Isolated on Checkered Background,tops,tops,designer,8400,30,09_tops/010_blue_blouse_isolated_on_checkered_background.png,blue_blouse_isolated_on_checkered_background.png,
amy_tops_002,Cute Pink Cat T Shirt Mockup,tops,tops,designer,8400,30,09_tops/002_cute_pink_cat_t_shirt_mockup.png,cute_pink_cat_t_shirt_mockup.png,
amy_tops_007,Distressed MCR Graphic Tee Design,tops,tops,designer,15200,30,09_tops/007_distressed_mcr_graphic_tee_design.png,distressed_mcr_graphic_tee_design.png,
amy_tops_011,Magical Heart Themed Corset Top,tops,tops,designer,9500,30,09_tops/011_magical_heart_themed_corset_top.png,magical_heart_themed_corset_top.png,
amy_tops_012,Magical Pink & Gold Corset,tops,tops,designer,10800,30,09_tops/012_magical_pink_gold_corset.png,magical_pink_and_gold_corset.png,
amy_tops_008,Minimalist White Blouse Cutout,tops,tops,designer,16800,30,09_tops/008_minimalist_white_blouse_cutout.png,minimalist_white_blouse_cutout.png,
amy_tops_005,Pastel Pink Boba Tea Shirt Design,tops,tops,designer,12400,30,09_tops/005_pastel_pink_boba_tea_shirt_design.png,pastel_pink_boba_tea_shirt_design.png,
amy_tops_001,Pastel Pink Ribbed Camisole on Display,tops,tops,designer,7200,30,09_tops/001_pastel_pink_ribbed_camisole_on_display.png,pastel_pink_ribbed_camisole_on_display.png,
amy_tops_009,Pink Blouse Fashion Design Asset,tops,tops,designer,7200,30,09_tops/009_pink_blouse_fashion_design_asset.png,pink_blouse_fashion_design_asset.png,
amy_tops_006,Pink Heart Themed Cropped T Shirt Illustration,tops,tops,designer,13800,30,09_tops/006_pink_heart_themed_cropped_t_shirt_illustration.png,pink_heart_themed_cropped_t_shirt_illustration.png,
amy_tops_004,Pink Kawaii Dinosaur T Shirt Design,tops,tops,designer,10800,30,09_tops/004_pink_kawaii_dinosaur_t_shirt_design.png,pink_kawaii_dinosaur_t_shirt_design.png,
amy_tops_003,Pink Puppy Tee with Hearts Design,tops,tops,designer,9500,30,09_tops/003_pink_puppy_tee_with_hearts_design.png,pink_puppy_tee_with_hearts_design.png,
amy_outerwear_002,Black Leather Biker Jacket Mockup,outerwear,outerwear,designer,14600,31,10_outerwear/002_black_leather_biker_jacket_mockup.png,black_leather_biker_jacket_mockup.png,
amy_outerwear_004,Pastel Pink Puffer Coat with Fur,outerwear,outerwear,designer,18200,31,10_outerwear/004_pastel_pink_puffer_coat_with_fur.png,pastel_pink_puffer_coat_with_fur.png,
amy_outerwear_005,Pink Chiffon Sleeves with Gold Accents,outerwear,outerwear,designer,20500,31,10_outerwear/005_pink_chiffon_sleeves_with_gold_accents.png,pink_chiffon_sleeves_with_gold_accents.png,
amy_outerwear_003,Pink Tailored Blazer Mockup Design,outerwear,outerwear,designer,16400,31,10_outerwear/003_pink_tailored_blazer_mockup_design.png,pink_tailored_blazer_mockup_design.png,
amy_outerwear_001,Purple Cardigan with Pink Heart Patches,outerwear,outerwear,designer,12800,31,10_outerwear/001_purple_cardigan_with_pink_heart_patches.png,purple_cardigan_with_pink_heart_patches.png,
amy_full_outfits_007,Chic Blush Pink Tweed Ensemble,full_outfits,full_outfits,luxury,32600,34,13_full_outfits/007_chic_blush_pink_tweed_ensemble.png,chic_blush_pink_tweed_ensemble.png,
amy_full_outfits_005,Ivory Bouclé Jacket & Skirt Set,full_outfits,full_outfits,luxury,26600,34,13_full_outfits/005_ivory_boucl_jacket_skirt_set.png,ivory_bouclé_jacket_and_skirt_set.png,
amy_full_outfits_009,Midnight Signal Punk Outfit Design,full_outfits,full_outfits,luxury,38800,34,13_full_outfits/009_midnight_signal_punk_outfit_design.png,midnight_signal_punk_outfit_design.png,
amy_full_outfits_002,Modern Fashion Mockup with Sleek Outfit,full_outfits,full_outfits,luxury,17800,34,13_full_outfits/002_modern_fashion_mockup_with_sleek_outfit.png,modern_fashion_mockup_with_sleek_outfit.png,
amy_full_outfits_003,Pastel Casual Outfit on Invisible Mannequin,full_outfits,full_outfits,luxury,19800,34,13_full_outfits/003_pastel_casual_outfit_on_invisible_mannequin.png,pastel_casual_outfit_on_invisible_mannequin.png,
amy_full_outfits_004,Pastel Pink Business Suit Render,full_outfits,full_outfits,luxury,24200,34,13_full_outfits/004_pastel_pink_business_suit_render.png,pastel_pink_business_suit_render.png,
amy_full_outfits_008,Pastel Pink Cottagecore Fashion Ensemble,full_outfits,full_outfits,luxury,34200,34,13_full_outfits/008_pastel_pink_cottagecore_fashion_ensemble.png,pastel_pink_cottagecore_fashion_ensemble.png,
amy_full_outfits_006,Pastel Pink Tweed Two Piece Outfit,full_outfits,full_outfits,luxury,29300,34,13_full_outfits/006_pastel_pink_tweed_two_piece_outfit.png,pastel_pink_tweed_two_piece_outfit.png,
amy_full_outfits_001,Romantic Off Shoulder Blouse & Floral Skirt,full_outfits,full_outfits,luxury,15800,34,13_full_outfits/001_romantic_off_shoulder_blouse_floral_skirt.png,romantic_off_shoulder_blouse_and_floral_skirt.png,
amy_dresses_020,Black & White Mini Dress,dresses,dresses,luxury,33800,35,12_dresses/020_black_white_mini_dress.png,black_and_white_mini_dress.png,
amy_dresses_003,Blush Pink Satin Evening Gown,dresses,dresses,luxury,20000,35,12_dresses/003_blush_pink_satin_evening_gown.png,blush_pink_satin_evening_gown.png,
amy_dresses_021,Celestial Lavender Evening Dress,dresses,dresses,luxury,37200,35,12_dresses/021_celestial_lavender_evening_dress.png,celestial_lavender_evening_dress.png,
amy_dresses_006,Elegant Red Satin Evening Gown,dresses,dresses,luxury,27000,35,12_dresses/006_elegant_red_satin_evening_gown.png,elegant_red_satin_evening_gown.png,
amy_dresses_002,Emerald Green Evening Gown on a Checkered Backgrou,dresses,dresses,luxury,18300,35,12_dresses/002_emerald_green_evening_gown_on_a_checkered_backgrou.png,emerald_green_evening_gown_on_a_checkered_backgrou.png,
amy_dresses_017,Futuristic Idol Outfit Design,dresses,dresses,luxury,27000,35,12_dresses/017_futuristic_idol_outfit_design.png,futuristic_idol_outfit_design.png,
amy_dresses_007,Glamorous Black Sparkly Evening Dress,dresses,dresses,luxury,29600,35,12_dresses/007_glamorous_black_sparkly_evening_dress.png,glamorous_black_sparkly_evening_dress.png,
amy_dresses_011,Gothic Corset Dress with Lace Details,dresses,dresses,luxury,42800,35,12_dresses/011_gothic_corset_dress_with_lace_details.png,gothic_corset_dress_with_lace_details.png,
amy_dresses_015,Gothic Lolita Bridal Dress Showcase,dresses,dresses,luxury,22300,35,12_dresses/015_gothic_lolita_bridal_dress_showcase.png,gothic_lolita_bridal_dress_showcase.png,
amy_dresses_016,Maid Dress with Lace & Frills,dresses,dresses,luxury,22800,35,12_dresses/016_maid_dress_with_lace_frills.png,maid_dress_with_lace_and_frills.png,
amy_dresses_018,Metallic Gray Sports Jersey Dress,dresses,dresses,luxury,27800,35,12_dresses/018_metallic_gray_sports_jersey_dress.png,metallic_gray_sports_jersey_dress.png,
amy_dresses_013,Pastel Pink Racerback Mini Dress,dresses,dresses,luxury,16500,35,12_dresses/013_pastel_pink_racerback_mini_dress.png,pastel_pink_racerback_mini_dress.png,
amy_dresses_012,Pink Athletic Jersey Dress Mockup,dresses,dresses,luxury,14800,35,12_dresses/012_pink_athletic_jersey_dress_mockup.png,pink_athletic_jersey_dress_mockup.png,
amy_dresses_001,Pink Floral Mini Dress Asset,dresses,dresses,luxury,14800,35,12_dresses/001_pink_floral_mini_dress_asset.png,pink_floral_mini_dress_png_asset.png,
amy_dresses_019,Red Corset Dress with Puff Sleeves,dresses,dresses,luxury,30500,35,12_dresses/019_red_corset_dress_with_puff_sleeves.png,red_corset_dress_with_puff_sleeves.png,
amy_dresses_014,Red Ruffled Mini Dress Mockup,dresses,dresses,luxury,18200,35,12_dresses/014_red_ruffled_mini_dress_mockup.png,red_ruffled_mini_dress_mockup.png,
amy_dresses_008,Red Tiered Ruffled Dress Illustration,dresses,dresses,luxury,30500,35,12_dresses/008_red_tiered_ruffled_dress_illustration.png,red_tiered_ruffled_dress_illustration.png,
amy_dresses_004,Soft Pink Lace Dress Illustration,dresses,dresses,luxury,20500,35,12_dresses/004_soft_pink_lace_dress_illustration.png,soft_pink_lace_dress_illustration.png,
amy_dresses_009,Teal Satin Wrap Dress Display,dresses,dresses,luxury,33800,35,12_dresses/009_teal_satin_wrap_dress_display.png,teal_satin_wrap_dress_display.png,
amy_dresses_005,Yellow Floral Sundress with Tie Front,dresses,dresses,luxury,22800,35,12_dresses/005_yellow_floral_sundress_with_tie_front.png,yellow_floral_sundress_with_tie_front.png,
amy_dresses_010,Yellow Sundress with Ruffled Details,dresses,dresses,luxury,37200,35,12_dresses/010_yellow_sundress_with_ruffled_details.png,yellow_sundress_with_ruffled_details.png,
amy_swimwear_002,Pastel Floral Bikini Set Illustration,swimwear,swimwear,luxury,14600,35,14_swimwear/002_pastel_floral_bikini_set_illustration.png,pastel_floral_bikini_set_illustration.png,
amy_swimwear_003,Pastel Floral One Piece Swimsuit Design,swimwear,swimwear,luxury,16400,35,14_swimwear/003_pastel_floral_one_piece_swimsuit_design.png,pastel_floral_one_piece_swimsuit_design.png,
amy_swimwear_001,Pink Bikini Set with Heart Details,swimwear,swimwear,luxury,12800,35,14_swimwear/001_pink_bikini_set_with_heart_details.png,pink_bikini_set_with_heart_details.png,
amy_bottoms_006,Black High Waisted Mini Skirt Mockup,bottoms,bottoms,designer,14200,40,11_bottoms/006_black_high_waisted_mini_skirt_mockup.png,black_high_waisted_mini_skirt_mockup.png,
amy_bottoms_013,Black Pencil Skirt on Transparent Background,bottoms,bottoms,designer,12800,40,11_bottoms/013_black_pencil_skirt_on_transparent_background.png,black_pencil_skirt_on_transparent_background.png,
amy_bottoms_005,Blue Denim Midi Pencil Skirt,bottoms,bottoms,designer,12800,40,11_bottoms/005_blue_denim_midi_pencil_skirt.png,blue_denim_midi_pencil_skirt.png,
amy_bottoms_004,Blue Denim Mini Skirt on Display,bottoms,bottoms,designer,11500,40,11_bottoms/004_blue_denim_mini_skirt_on_display.png,blue_denim_mini_skirt_on_display.png,
amy_bottoms_001,Dark Blue Skinny Jeans on Transparent Background,bottoms,bottoms,designer,8200,40,11_bottoms/001_dark_blue_skinny_jeans_on_transparent_background.png,dark_blue_skinny_jeans_on_transparent_background.png,
amy_bottoms_011,Denim Shorts with Rolled Cuffs,bottoms,bottoms,designer,10300,40,11_bottoms/011_denim_shorts_with_rolled_cuffs.png,denim_shorts_with_rolled_cuffs.png,
amy_bottoms_002,Distressed Indigo Skinny Jeans Render,bottoms,bottoms,designer,9100,40,11_bottoms/002_distressed_indigo_skinny_jeans_render.png,distressed_indigo_skinny_jeans_render.png,
amy_bottoms_019,Elegant Gold & Pink Thigh Garters,bottoms,bottoms,designer,10300,40,11_bottoms/019_elegant_gold_pink_thigh_garters.png,elegant_gold_and_pink_thigh_garters.png,
amy_bottoms_015,Glamorous Fantasy Skirt with Heart Gems,bottoms,bottoms,designer,15800,40,11_bottoms/015_glamorous_fantasy_skirt_with_heart_gems.png,glamorous_fantasy_skirt_with_heart_gems.png,
amy_bottoms_017,Gold & Pink Heart Chain Belt,bottoms,bottoms,designer,8200,40,11_bottoms/017_gold_pink_heart_chain_belt.png,gold_and_pink_heart_chain_belt.png,
amy_bottoms_020,Gold Heart Shaped Garter with Pearls,bottoms,bottoms,designer,11500,40,11_bottoms/020_gold_heart_shaped_garter_with_pearls.png,gold_heart_shaped_garter_with_pearls.png,
amy_bottoms_014,Gray Pencil Skirt on Transparent Background,bottoms,bottoms,designer,14200,40,11_bottoms/014_gray_pencil_skirt_on_transparent_background.png,gray_pencil_skirt_on_transparent_background.png,
amy_bottoms_018,Heart Buckle Leather Belt with Chains,bottoms,bottoms,designer,9100,40,11_bottoms/018_heart_buckle_leather_belt_with_chains.png,heart_buckle_leather_belt_with_chains.png,
amy_bottoms_012,High Waisted Black Leggings Mockup,bottoms,bottoms,designer,11500,40,11_bottoms/012_high_waisted_black_leggings_mockup.png,high_waisted_black_leggings_mockup.png,
amy_bottoms_009,High Waisted Red Pants Illustration,bottoms,bottoms,designer,8200,40,11_bottoms/009_high_waisted_red_pants_illustration.png,high_waisted_red_pants_illustration.png,
amy_bottoms_003,High Waisted Ripped Skinny Jeans Render,bottoms,bottoms,designer,10300,40,11_bottoms/003_high_waisted_ripped_skinny_jeans_render.png,high_waisted_ripped_skinny_jeans_render.png,
amy_bottoms_016,Magical Heart Themed Fantasy Skirt Design,bottoms,bottoms,designer,17600,40,11_bottoms/016_magical_heart_themed_fantasy_skirt_design.png,magical_heart_themed_fantasy_skirt_design.png,
amy_bottoms_021,Pink Chiffon Sarong Wrap with Knot,bottoms,bottoms,designer,12800,40,11_bottoms/021_pink_chiffon_sarong_wrap_with_knot.png,pink_chiffon_sarong_wrap_with_knot.png,
amy_bottoms_007,Pink Plaid Pleated Mini Skirt,bottoms,bottoms,designer,15800,40,11_bottoms/007_pink_plaid_pleated_mini_skirt.png,pink_plaid_pleated_mini_skirt.png,
amy_bottoms_008,Soft Pink Layered Ruffled Skirt,bottoms,bottoms,designer,17600,40,11_bottoms/008_soft_pink_layered_ruffled_skirt.png,soft_pink_layered_ruffled_skirt.png,
amy_bottoms_010,Yellow High Waisted Pants Illustration,bottoms,bottoms,designer,9100,40,11_bottoms/010_yellow_high_waisted_pants_illustration.png,yellow_high_waisted_pants_illustration.png,
amy_shoes_006,Black Sporty Sneakers on Checkered Background,shoes,shoes,luxury,14200,45,15_shoes/006_black_sporty_sneakers_on_checkered_background.png,black_sporty_sneakers_on_checkered_background.png,
amy_shoes_003,Elegant Black Stiletto Heels on Display,shoes,shoes,luxury,10400,45,15_shoes/003_elegant_black_stiletto_heels_on_display.png,elegant_black_stiletto_heels_on_display.png,
amy_shoes_005,Elegant Pink Strappy Sandals Illustration,shoes,shoes,luxury,12800,45,15_shoes/005_elegant_pink_strappy_sandals_illustration.png,elegant_pink_strappy_sandals_illustration.png,
amy_shoes_011,Glossy Pink Ankle Boots with Heart Buckles,shoes,shoes,luxury,8600,45,15_shoes/011_glossy_pink_ankle_boots_with_heart_buckles.png,glossy_pink_ankle_boots_with_heart_buckles.png,
amy_shoes_001,Glossy Red High Heels on Display,shoes,shoes,luxury,8600,45,15_shoes/001_glossy_red_high_heels_on_display.png,glossy_red_high_heels_on_display.png,
amy_shoes_012,Golden Sandals with Pink Heart Details,shoes,shoes,luxury,9400,45,15_shoes/012_golden_sandals_with_pink_heart_details.png,golden_sandals_with_pink_heart_details.png,
amy_shoes_002,Golden Strappy High Heeled Sandals,shoes,shoes,luxury,9400,45,15_shoes/002_golden_strappy_high_heeled_sandals.png,golden_strappy_high_heeled_sandals.png,
amy_shoes_007,Minimal Pink Accent Sneakers on Checkerboard Backg,shoes,shoes,luxury,15800,45,15_shoes/007_minimal_pink_accent_sneakers_on_checkerboard_backg.png,minimal_pink_accent_sneakers_on_checkerboard_backg.png,
amy_shoes_004,Pastel Pink Sandals with Bows,shoes,shoes,luxury,11600,45,15_shoes/004_pastel_pink_sandals_with_bows.png,pastel_pink_sandals_with_bows.png,
amy_shoes_009,Pink Heeled Boots with Heart Buckles,shoes,shoes,luxury,19400,45,15_shoes/009_pink_heeled_boots_with_heart_buckles.png,pink_heeled_boots_with_heart_buckles.png,
amy_shoes_008,Pink Kawaii Sneakers on Transparent Background,shoes,shoes,luxury,17600,45,15_shoes/008_pink_kawaii_sneakers_on_transparent_background.png,pink_kawaii_sneakers_on_transparent_background.png,
amy_shoes_010,Polished Black Boots on Minimalist Background,shoes,shoes,luxury,21800,45,15_shoes/010_polished_black_boots_on_minimalist_background.png,polished_black_boots_on_minimalist_background.png,
amy_bags_010,Black Leather Crossbody Handbag with Gold Chain,bags,bags,luxury,9800,50,16_bags/010_black_leather_crossbody_handbag_with_gold_chain.png,black_leather_crossbody_handbag_with_gold_chain.png,
amy_bags_005,Black Quilted Handbag with Gold Chain,bags,bags,luxury,15800,50,16_bags/005_black_quilted_handbag_with_gold_chain.png,black_quilted_handbag_with_gold_chain.png,
amy_bags_009,Elegant White Handbag with Gold Accents,bags,bags,luxury,24200,50,16_bags/009_elegant_white_handbag_with_gold_accents.png,elegant_white_handbag_with_gold_accents.png,
